65537
3
27
0 3 1
1 6 1
2 8 1
3 9 1
4 11 1
5 13 1
6 14 1
7 15 1
8 16 1
9 5 1
10 18 1
11 19 1
12 20 1
13 21 1
14 10 1
15 22 1
16 12 1
17 23 1
18 24 1
19 15 1
20 25 1
21 17 1
22 11 1
23 26 1
24 14 1
25 16 1
26 21 1
27 27 27
0 2 1
1 5 1
2 7 1
3 8 1
4 10 1
5 12 1
6 13 1
7 6 1
8 15 1
9 16 1
10 17 1
11 18 1
12 11 1
13 20 1
14 21 1
15 14 1
16 22 1
17 16 1
18 23 1
19 24 1
20 19 1
21 25 1
22 10 1
23 12 1
24 26 1
25 15 1
26 20 1
27 27 27
0 1 43713
0 2 22446
0 3 26164
1 4 43713
1 5 22446
1 6 26164
2 5 43713
2 7 22446
2 8 26164
3 6 43713
3 8 22446
3 9 26164
4 8 43713
4 10 22446
4 11 26164
5 10 43713
5 12 22446
5 13 26164
6 11 43713
6 13 22446
6 14 26164
7 6 22446
7 12 43713
7 15 26164
8 13 43713
8 15 22446
8 16 26164
9 5 26164
9 14 43713
9 16 22446
10 15 43713
10 17 22446
10 18 26164
11 16 43713
11 18 22446
11 19 26164
12 11 22446
12 17 43713
12 20 26164
13 18 43713
13 20 22446
13 21 26164
14 10 26164
14 19 43713
14 21 22446
15 14 22446
15 20 43713
15 22 26164
16 12 26164
16 21 43713
16 22 22446
17 14 43713
17 16 22446
17 23 26164
18 22 43713
18 23 22446
18 24 26164
19 12 43713
19 15 26164
19 24 22446
20 19 22446
20 23 43713
20 25 26164
21 17 26164
21 24 43713
21 25 22446
22 10 22446
22 11 26164
22 25 43713
23 10 43713
23 12 22446
23 26 26164
24 11 43713
24 14 26164
24 26 22446
25 15 22446
25 16 26164
25 26 43713
26 18 43713
26 20 22446
26 21 26164
27 27 27
