cassou_nogues
65537
4
24
0 8 27707
0 11 11373
0 13 65087
0 16 6770
0 17 40706
0 18 25138
0 19 17872
0 20 43751
0 21 2169
0 22 33800
0 23 58990
1 8 30854
1 11 6776
1 13 49978
1 16 44833
1 17 63520
1 18 6625
1 19 61256
1 20 65387
1 21 45982
1 22 22213
1 23 15248
2 8 10624
2 11 52783
2 13 53643
2 16 17923
2 17 63634
2 18 14783
2 19 31332
2 20 21288
2 21 27561
2 22 14916
2 23 46382
3 8 53686
3 11 41798
3 13 16393
3 16 43520
3 17 27881
3 18 22318
3 19 2899
3 20 29107
3 21 8845
3 22 16491
3 23 42231
4 0 1
5 8 20639
5 11 24097
5 13 13520
5 16 61763
5 17 52754
5 18 45923
5 19 48207
5 20 8143
5 21 8368
5 22 45298
5 23 3896
6 8 13597
6 11 48463
6 13 30755
6 16 56612
6 17 36476
6 18 45583
6 19 49468
6 20 38419
6 21 61397
6 22 35995
6 23 55745
7 8 9432
7 11 48695
7 13 11743
7 16 24377
7 17 43599
7 18 28103
7 19 33071
7 20 30165
7 21 32980
7 22 9222
7 23 53261
8 1 1
9 8 24443
9 11 37390
9 13 57324
9 16 60404
9 17 52448
9 18 16998
9 19 30191
9 20 28566
9 21 43786
9 22 23975
9 23 12244
10 8 46882
10 11 25783
10 13 21893
10 16 12234
10 17 7604
10 18 532
10 19 46756
10 20 34036
10 21 834
10 22 30410
10 23 6094
11 2 1
12 8 42903
12 11 8992
12 13 59987
12 16 7591
12 17 60259
12 18 44166
12 19 57284
12 20 24017
12 21 64996
12 22 55252
12 23 45927
13 3 1
14 4 1
14 8 47386
14 11 47982
14 13 37820
14 16 15370
14 17 15330
14 18 31277
14 19 56259
14 20 27798
14 21 20398
14 22 57432
14 23 43501
15 8 64198
15 11 2814
15 13 3990
15 16 7604
15 17 47202
15 18 21672
15 19 64003
15 20 35575
15 21 12740
15 22 25525
15 23 10453
16 5 1
17 6 1
18 7 1
19 9 1
20 10 1
21 12 1
22 14 1
23 15 1
24 24 24
0 5 53694
0 6 38252
0 7 6916
0 9 53163
0 10 25827
0 12 53116
0 14 65087
0 15 36278
1 5 26440
1 6 54563
1 7 42755
1 9 6973
1 10 39698
1 12 59971
1 14 49978
1 15 17232
2 5 64871
2 6 45550
2 7 31070
2 9 4911
2 10 3258
2 12 6964
2 14 53643
2 15 23746
3 0 1
3 5 62983
3 6 5277
3 7 21727
3 9 26237
3 10 62286
3 12 32819
3 14 16393
3 15 61953
4 16 53694
4 17 38252
4 18 6916
4 19 53163
4 20 25827
4 21 53116
4 22 65087
4 23 36278
5 5 57599
5 6 49385
5 7 13268
5 9 36254
5 10 35469
5 12 13081
5 14 13520
5 15 35535
6 5 39259
6 6 51805
6 7 2258
6 9 32887
6 10 56473
6 12 40303
6 14 30755
6 15 14417
7 1 1
7 5 11107
7 6 44587
7 7 1973
7 9 40200
7 10 40909
7 12 50734
7 14 11743
7 15 38270
8 16 26440
8 17 54563
8 18 42755
8 19 6973
8 20 39698
8 21 59971
8 22 49978
8 23 17232
9 5 50936
9 6 12538
9 7 25996
9 9 49862
9 10 57005
9 12 8866
9 14 57324
9 15 6080
10 2 1
10 5 28789
10 6 61563
10 7 50564
10 9 55975
10 10 63069
10 12 37882
10 14 21893
10 15 10416
11 16 64871
11 17 45550
11 18 31070
11 19 4911
11 20 3258
11 21 6964
11 22 53643
11 23 23746
12 3 1
12 5 32625
12 6 7916
12 7 61215
12 9 13154
12 10 33635
12 12 6194
12 14 59987
12 15 43392
13 4 1
13 16 62983
13 17 5277
13 18 21727
13 19 26237
13 20 62286
13 21 32819
13 22 16393
13 23 61953
14 5 26799
14 6 13812
14 7 58560
14 9 22769
14 10 50096
14 12 2183
14 14 37820
14 15 20771
15 5 27191
15 6 25991
15 7 23105
15 9 37556
15 10 8606
15 12 19990
15 14 3990
15 15 11592
16 16 57599
16 17 49385
16 18 13268
16 19 36254
16 20 35469
16 21 13081
16 22 13520
16 23 35535
17 16 39259
17 17 51805
17 18 2258
17 19 32887
17 20 56473
17 21 40303
17 22 30755
17 23 14417
18 8 1
18 16 11107
18 17 44587
18 18 1973
18 19 40200
18 20 40909
18 21 50734
18 22 11743
18 23 38270
19 16 50936
19 17 12538
19 18 25996
19 19 49862
19 20 57005
19 21 8866
19 22 57324
19 23 6080
20 11 1
20 16 28789
20 17 61563
20 18 50564
20 19 55975
20 20 63069
20 21 37882
20 22 21893
20 23 10416
21 13 1
21 16 32625
21 17 7916
21 18 61215
21 19 13154
21 20 33635
21 21 6194
21 22 59987
21 23 43392
22 16 26799
22 17 13812
22 18 58560
22 19 22769
22 20 50096
22 21 2183
22 22 37820
22 23 20771
23 16 27191
23 17 25991
23 18 23105
23 19 37556
23 20 8606
23 21 19990
23 22 3990
23 23 11592
24 24 24
0 5 51357
0 6 24926
0 7 38252
0 9 63669
0 10 53163
0 12 25827
0 14 11373
0 15 63061
1 5 32166
1 6 48618
1 7 54563
1 9 62413
1 10 6973
1 12 39698
1 14 6776
1 15 53760
2 0 1
2 5 24777
2 6 6179
2 7 45550
2 9 12674
2 10 4911
2 12 3258
2 14 52783
2 15 39836
3 5 18012
3 6 62341
3 7 5277
3 9 64146
3 10 26237
3 12 62286
3 14 41798
3 15 43986
4 16 51357
4 17 24926
4 18 38252
4 19 63669
4 20 53163
4 21 25827
4 22 11373
4 23 63061
5 5 51482
5 6 62540
5 7 49385
5 9 43493
5 10 36254
5 12 35469
5 14 24097
5 15 2047
6 1 1
6 5 44809
6 6 49263
6 7 51805
6 9 7269
6 10 32887
6 12 56473
6 14 48463
6 15 43441
7 5 12631
7 6 49340
7 7 44587
7 9 36740
7 10 40200
7 12 40909
7 14 48695
7 15 30521
8 16 32166
8 17 48618
8 18 54563
8 19 62413
8 20 6973
8 21 39698
8 22 6776
8 23 53760
9 2 1
9 5 44448
9 6 10326
9 7 12538
9 9 28238
9 10 49862
9 12 57005
9 14 37390
9 15 37276
10 3 1
10 5 48278
10 6 60888
10 7 61563
10 9 16060
10 10 55975
10 12 63069
10 14 25783
10 15 12245
11 4 1
11 16 24777
11 17 6179
11 18 45550
11 19 12674
11 20 4911
11 21 3258
11 22 52783
11 23 39836
12 5 16711
12 6 36042
12 7 7916
12 9 52524
12 10 13154
12 12 33635
12 14 8992
12 15 11518
13 16 18012
13 17 62341
13 18 5277
13 19 64146
13 20 26237
13 21 62286
13 22 41798
13 23 43986
14 5 18766
14 6 12188
14 7 13812
14 9 31346
14 10 22769
14 12 50096
14 14 47982
14 15 7076
15 5 35536
15 6 26661
15 7 25991
15 9 26639
15 10 37556
15 12 8606
15 14 2814
15 15 48793
16 16 51482
16 17 62540
16 18 49385
16 19 43493
16 20 36254
16 21 35469
16 22 24097
16 23 2047
17 8 1
17 16 44809
17 17 49263
17 18 51805
17 19 7269
17 20 32887
17 21 56473
17 22 48463
17 23 43441
18 16 12631
18 17 49340
18 18 44587
18 19 36740
18 20 40200
18 21 40909
18 22 48695
18 23 30521
19 11 1
19 16 44448
19 17 10326
19 18 12538
19 19 28238
19 20 49862
19 21 57005
19 22 37390
19 23 37276
20 13 1
20 16 48278
20 17 60888
20 18 61563
20 19 16060
20 20 55975
20 21 63069
20 22 25783
20 23 12245
21 16 16711
21 17 36042
21 18 7916
21 19 52524
21 20 13154
21 21 33635
21 22 8992
21 23 11518
22 16 18766
22 17 12188
22 18 13812
22 19 31346
22 20 22769
22 21 50096
22 22 47982
22 23 7076
23 16 35536
23 17 26661
23 18 25991
23 19 26639
23 20 37556
23 21 8606
23 22 2814
23 23 48793
24 24 24
0 6 51357
0 7 53694
0 9 24926
0 10 38252
0 12 6916
0 14 27707
0 15 40599
1 0 1
1 6 32166
1 7 26440
1 9 48618
1 10 54563
1 12 42755
1 14 30854
1 15 51723
2 6 24777
2 7 64871
2 9 6179
2 10 45550
2 12 31070
2 14 10624
2 15 23023
3 6 18012
3 7 62983
3 9 62341
3 10 5277
3 12 21727
3 14 53686
3 15 62218
4 17 51357
4 18 53694
4 19 24926
4 20 38252
4 21 6916
4 22 27707
4 23 40599
5 1 1
5 6 51482
5 7 57599
5 9 62540
5 10 49385
5 12 13268
5 14 20639
5 15 22738
6 2 1
6 6 44809
6 7 39259
6 9 49263
6 10 51805
6 12 2258
6 14 13597
6 15 59198
7 3 1
7 6 12631
7 7 11107
7 9 49340
7 10 44587
7 12 1973
7 14 9432
7 15 50037
8 4 1
8 17 32166
8 18 26440
8 19 48618
8 20 54563
8 21 42755
8 22 30854
8 23 51723
9 6 44448
9 7 50936
9 9 10326
9 10 12538
9 12 25996
9 14 24443
9 15 3033
10 6 48278
10 7 28789
10 9 60888
10 10 61563
10 12 50564
10 14 46882
10 15 17052
11 17 24777
11 18 64871
11 19 6179
11 20 45550
11 21 31070
11 22 10624
11 23 23023
12 6 16711
12 7 32625
12 9 36042
12 10 7916
12 12 61215
12 14 42903
12 15 27738
13 17 18012
13 18 62983
13 19 62341
13 20 5277
13 21 21727
13 22 53686
13 23 62218
14 6 18766
14 7 26799
14 9 12188
14 10 13812
14 12 58560
14 14 47386
14 15 29652
15 5 1
15 6 35536
15 7 27191
15 9 26661
15 10 25991
15 12 23105
15 14 64198
15 15 64105
16 8 1
16 17 51482
16 18 57599
16 19 62540
16 20 49385
16 21 13268
16 22 20639
16 23 22738
17 11 1
17 17 44809
17 18 39259
17 19 49263
17 20 51805
17 21 2258
17 22 13597
17 23 59198
18 13 1
18 17 12631
18 18 11107
18 19 49340
18 20 44587
18 21 1973
18 22 9432
18 23 50037
19 17 44448
19 18 50936
19 19 10326
19 20 12538
19 21 25996
19 22 24443
19 23 3033
20 17 48278
20 18 28789
20 19 60888
20 20 61563
20 21 50564
20 22 46882
20 23 17052
21 17 16711
21 18 32625
21 19 36042
21 20 7916
21 21 61215
21 22 42903
21 23 27738
22 17 18766
