DZ1
65537
4
256
4 0 1
8 1 1
11 2 1
13 3 1
14 4 1
18 5 1
20 34 1
21 6 1
23 7 1
24 8 1
27 9 1
29 10 1
30 11 1
32 12 1
33 13 1
34 14 1
37 15 1
39 53 1
40 16 1
42 17 1
43 18 1
45 62 1
46 19 1
47 65 1
48 20 1
49 21 1
51 22 1
52 23 1
53 24 1
55 25 1
57 26 1
58 27 1
60 28 1
61 29 1
62 30 1
63 31 1
64 32 1
65 33 1
67 81 1
68 35 1
70 36 1
71 37 1
73 90 1
74 38 1
74 149 1
75 93 1
76 39 1
77 40 1
79 41 1
79 143 1
80 42 1
81 43 1
82 100 1
83 44 1
84 103 1
85 45 1
86 46 1
87 105 1
88 47 1
89 48 1
90 49 1
91 50 1
92 51 1
93 52 1
95 54 1
96 55 1
98 56 1
98 115 1
99 57 1
100 58 1
101 59 1
102 60 1
103 61 1
104 63 1
105 64 1
107 124 1
108 66 1
108 183 1
109 127 1
110 67 1
111 68 1
111 219 1
113 69 1
113 177 1
114 70 1
114 220 1
115 71 1
116 134 1
117 72 1
117 189 1
118 137 1
119 73 1
120 74 1
121 139 1
122 75 1
123 76 1
124 77 1
124 227 1
125 78 1
125 186 1
126 79 1
127 80 1
127 229 1
128 146 1
129 82 1
130 83 1
130 201 1
131 148 1
132 84 1
133 85 1
134 86 1
134 233 1
135 87 1
136 88 1
137 89 1
138 91 1
138 196 1
139 92 1
139 236 1
141 94 1
141 158 1
142 95 1
142 211 1
143 96 1
144 97 1
144 161 1
145 98 1
146 99 1
146 238 1
147 101 1
147 205 1
148 102 1
148 239 1
149 104 1
150 168 1
151 106 1
151 217 1
152 171 1
153 107 1
154 108 1
155 173 1
156 109 1
157 110 1
157 240 1
158 111 1
159 112 1
159 214 1
160 113 1
161 114 1
162 180 1
163 116 1
164 117 1
165 182 1
166 118 1
167 119 1
168 120 1
168 243 1
169 121 1
170 122 1
171 123 1
171 245 1
172 125 1
173 126 1
173 246 1
174 188 1
175 128 1
176 129 1
176 230 1
177 130 1
178 131 1
179 132 1
180 133 1
180 248 1
181 135 1
181 224 1
182 136 1
182 249 1
183 138 1
184 140 1
184 199 1
185 141 1
186 142 1
187 144 1
188 145 1
188 250 1
189 147 1
190 208 1
191 150 1
192 151 1
193 210 1
194 152 1
195 153 1
196 154 1
197 155 1
198 156 1
199 157 1
200 159 1
201 160 1
202 216 1
203 162 1
204 163 1
205 164 1
206 165 1
207 166 1
208 167 1
208 252 1
209 169 1
210 170 1
210 253 1
211 172 1
212 174 1
213 175 1
214 176 1
215 178 1
216 179 1
216 254 1
217 181 1
218 184 1
219 185 1
220 187 1
221 235 1
222 190 1
223 191 1
224 192 1
225 193 1
226 194 1
227 195 1
228 197 1
229 198 1
230 200 1
231 202 1
232 203 1
233 204 1
234 206 1
235 207 1
235 255 1
236 209 1
237 212 1
238 213 1
239 215 1
240 218 1
241 221 1
242 222 1
243 223 1
244 225 1
245 226 1
246 228 1
247 231 1
248 232 1
249 234 1
250 237 1
251 241 1
252 242 1
253 244 1
254 247 1
255 251 1
256 256 256
3 0 1
7 1 1
10 2 1
12 3 1
13 4 1
17 5 1
20 6 1
21 31 1
22 7 1
23 8 1
26 9 1
28 10 1
29 11 1
31 12 1
32 13 1
33 14 1
36 15 1
39 16 1
40 50 1
41 17 1
42 18 1
45 19 1
46 59 1
47 20 1
48 21 1
49 63 1
50 22 1
51 23 1
52 24 1
54 25 1
56 26 1
57 27 1
59 28 1
60 29 1
61 30 1
63 32 1
64 33 1
65 34 1
67 35 1
68 78 1
69 36 1
70 37 1
73 38 1
73 149 1
74 87 1
75 39 1
76 40 1
77 91 1
78 41 1
79 42 1
80 43 1
80 140 1
82 44 1
83 97 1
84 45 1
85 46 1
86 101 1
87 47 1
88 48 1
89 49 1
90 104 1
91 51 1
92 52 1
93 53 1
94 54 1
95 55 1
97 56 1
98 57 1
99 58 1
99 112 1
101 60 1
102 61 1
103 62 1
104 64 1
105 65 1
107 66 1
107 183 1
108 121 1
109 67 1
109 218 1
110 68 1
111 125 1
112 69 1
113 70 1
113 220 1
114 71 1
114 174 1
116 72 1
116 189 1
117 131 1
