filter
65537
9
192
0 9 57727
0 38 24773
0 58 22302
0 70 12955
0 97 1793
0 119 25624
1 18 57727
1 30 16524
1 78 24773
1 99 51832
1 150 22302
1 156 12955
2 26 60340
2 46 31468
2 68 44348
2 106 24773
2 134 36609
2 139 58959
3 33 31717
3 61 20168
3 123 24773
3 147 48487
3 159 13527
4 39 50698
4 57 48087
4 60 41977
4 96 9448
4 109 790
5 44 49940
5 45 4779
5 105 29070
5 135 24773
5 164 34748
5 165 4762
6 42 10461
6 47 6544
6 107 20754
6 138 24773
7 41 41365
7 49 52208
7 104 12793
7 140 24773
7 162 23225
7 167 34508
8 23 7419
8 53 40764
8 92 55196
8 115 44669
8 132 35506
9 0 1
9 34 38820
9 40 32130
10 9 57863
10 58 9074
10 70 5505
10 97 15482
10 119 18625
11 66 49458
11 86 34259
11 101 10919
11 173 24773
12 55 18509
12 73 35843
12 94 52440
12 117 62963
13 79 30399
13 121 21718
13 149 22974
13 151 32861
14 84 17334
14 85 61432
14 125 60325
14 131 9138
14 172 49904
14 183 24773
15 65 35459
15 82 5293
15 87 38067
15 91 49813
16 81 47609
16 89 39178
16 127 35976
16 128 55916
16 171 53208
16 186 24773
17 63 48070
17 103 28003
17 129 47234
17 145 40764
17 168 53295
18 1 1
18 59 32510
18 67 32644
18 74 58442
18 80 46969
19 9 27544
19 58 58712
19 70 7870
19 97 17596
19 119 37596
20 63 28494
20 103 40102
20 129 2762
20 168 59388
21 42 17823
21 47 13233
21 107 28223
22 111 20496
22 112 26811
22 142 35511
22 180 46181
23 8 52431
23 39 3885
23 57 59888
23 60 54171
23 96 4427
23 109 63634
24 108 13281
24 114 40230
24 143 17006
24 181 42571
25 55 62095
25 73 43623
25 94 2678
25 117 19427
26 2 1
26 51 23404
26 72 41984
26 90 64642
26 98 56605
27 9 26862
27 58 58979
27 70 43364
27 97 4686
27 119 16900
28 76 12491
28 124 4019
28 144 22647
28 158 59193
29 81 24046
29 89 56586
29 127 50370
29 128 30513
29 171 38904
30 59 36491
30 67 31059
30 74 27578
30 80 21882
31 84 50208
31 85 45353
31 125 19101
31 131 23164
31 172 57455
32 66 25685
32 86 18821
32 101 34268
32 154 40764
33 3 1
33 65 1201
33 82 57088
33 87 8748
33 91 15457
34 9 18058
34 58 3065
34 70 13753
34 97 63659
34 119 12865
35 136 9926
35 137 37609
35 153 30580
35 163 53130
36 26 3470
36 46 38424
36 68 44981
36 134 11854
36 139 3908
37 133 15944
37 141 36127
37 152 10333
37 166 13177
38 34 8705
38 40 17196
39 4 1
39 23 33486
39 53 64227
39 92 44191
39 115 16082
39 132 9106
40 9 63636
40 58 17961
40 70 5638
40 97 52647
40 119 5032
41 69 5193
41 95 6346
41 110 34174
41 118 64445
42 55 57546
42 73 44190
42 94 55844
42 117 22033
43 108 44824
43 114 36048
43 143 11709
43 160 40764
43 181 32487
44 5 1
44 71 41590
44 93 36875
44 113 28954
44 116 8158
45 71 42879
45 93 62495
45 113 40107
45 116 26174
46 51 58425
46 72 28639
46 90 48343
46 98 34111
47 6 1
47 55 23007
47 73 11656
47 94 4051
47 117 1840
48 111 2855
48 112 3668
48 142 17497
48 161 40764
48 180 14050
49 7 1
49 69 6986
49 95 35024
49 110 18585
49 118 13655
50 18 57863
50 30 32256
50 99 50251
50 150 9074
50 156 5505
51 26 22169
51 46 18266
51 68 46543
51 134 38475
51 139 51926
52 33 47995
52 61 64267
52 147 39639
52 159 16091
53 39 32796
53 57 33711
53 60 10663
53 96 15843
53 109 19151
54 44 59217
54 45 8238
54 105 7152
54 164 14852
54 165 38633
55 42 45758
55 47 26605
55 107 28876
56 41 62617
56 49 42819
56 104 15956
56 162 45614
56 167 54749
57 23 50701
57 92 15101
57 115 35441
57 132 26012
58 10 1
58 34 14096
58 40 985
59 18 27544
59 30 17670
59 99 24014
59 150 58712
59 156 7870
60 23 51341
60 92 18656
60 115 39635
60 132 50967
61 65 26970
61 82 22971
61 87 14811
61 91 17902
62 120 40376
62 176 16056
62 177 46662
62 188 10717
62 190 8945
63 17 52431
63 79 12890
63 121 28239
63 149 32609
63 151 2492
64 122 56883
64 174 13496
64 179 37346
64 189 1186
64 191 49505
65 33 28675
65 61 64003
65 147 64734
65 159 49581
66 11 1
66 76 8447
66 124 24785
66 144 54849
66 158 56878
67 18 26862
67 30 63680
67 99 11364
67 150 58979
67 156 43364
68 51 65300
68 72 16540
68 90 45426
68 98 10167
69 41 56711
69 49 45930
69 104 5246
69 162 42599
69 167 11690
70 34 22246
70 40 23167
71 44 63530
71 45 38208
71 105 59025
71 164 42813
71 165 65352
72 26 53055
72 46 50208
72 68 30300
72 134 58862
72 139 45294
73 12 1
73 42 54899
73 47 3866
73 107 15882
74 18 18058
74 30 20295
74 99 15136
74 150 3065
74 156 13753
75 130 19039
75 184 49859
75 185 3848
76 66 28991
76 86 17101
76 101 53943
77 102 28283
77 182 65126
77 187 55228
78 59 1757
78 67 4667
78 74 31658
78 80 65368
79 13 1
79 63 12818
79 103 13246
79 129 17664
